#,Couple name,Bunny 1,Bunny 2,Contributor,Sort ID
379,N-20-3 x S-21-1,N-20-3,S-21-1,Stark,22034211
380,N-20-3 x S-21-2,N-20-3,S-21-2,Stark,22034212
381,N-20-3 x S-22-1,N-20-3,S-22-1,Stark,22034221
382,N-20-3 x E-20-1,N-20-3,E-20-1,Rayk,22035201
383,N-20-3 x E-21-1,N-20-3,E-21-1,Puksu,22035211
384,N-20-3 x E-22-1,N-20-3,E-22-1,Puksu,22035221
385,N-20-3 x NW?-20-1,N-20-3,NW?-20-1,Biroulik,22036201
386,N-20-3 x NW?-21-1,N-20-3,NW?-21-1,Biroulik,22036211
387,N-20-3 x NW?-26-1,N-20-3,NW?-26-1,Stark,22036261
388,N-20-3 x NE?-20-1,N-20-3,NE?-20-1,Léananas,22037201
389,N-20-3 x SW?-22-1,N-20-3,SW?-22-1,Puksu,22038221
390,N-20-3 x SW?-26-1,N-20-3,SW?-26-1,Saint Yin,22038261
391,N-20-4 x N-21-1,N-20-4,N-21-1,Stark,22042211
392,N-20-4 x N-22-1,N-20-4,N-22-1,Saint Yin,22042221
393,N-20-4 x N-22-2,N-20-4,N-22-2,Saint Yin,22042222
394,N-20-4 x C-20-1,N-20-4,C-20-1,Rayk,22043201
395,N-20-4 x C-21-1,N-20-4,C-21-1,Stark,22043211
396,N-20-4 x C-26-1,N-20-4,C-26-1,Saint Yin,22043261
397,N-20-4 x C-27-1,N-20-4,C-27-1,Saint Yin,22043271
398,N-20-4 x S-20-1,N-20-4,S-20-1,Rayk,22044201
399,N-20-4 x S-21-1,N-20-4,S-21-1,Stark,22044211
400,N-20-4 x S-21-2,N-20-4,S-21-2,Stark,22044212
401,N-20-4 x S-22-1,N-20-4,S-22-1,Stark,22044221
402,N-20-4 x E-20-1,N-20-4,E-20-1,Rayk,22045201
403,N-20-4 x E-21-1,N-20-4,E-21-1,Puksu,22045211
404,N-20-4 x E-22-1,N-20-4,E-22-1,Puksu,22045221
405,N-20-4 x NW?-20-1,N-20-4,NW?-20-1,Léananas,22046201
406,N-20-4 x NW?-21-1,N-20-4,NW?-21-1,Biroulik,22046211
407,N-20-4 x NW?-26-1,N-20-4,NW?-26-1,Stark,22046261
408,N-20-4 x NE?-20-1,N-20-4,NE?-20-1,Léananas,22047201
409,N-20-4 x SW?-22-1,N-20-4,SW?-22-1,Puksu,22048221
410,N-20-4 x SW?-26-1,N-20-4,SW?-26-1,Saint Yin,22048261
411,N-21-1 x N-22-1,N-21-1,N-22-1,Stark,22112221
412,N-21-1 x N-22-2,N-21-1,N-22-2,Stark,22112222
413,N-21-1 x C-20-1,N-21-1,C-20-1,Léananas,22113201
414,N-21-1 x C-21-1,N-21-1,C-21-1,Léananas,22113211
415,N-21-1 x C-26-1,N-21-1,C-26-1,Stark,22113261
416,N-21-1 x C-27-1,N-21-1,C-27-1,Léananas,22113271
417,N-21-1 x S-20-1,N-21-1,S-20-1,Léananas,22114201
418,N-21-1 x S-21-1,N-21-1,S-21-1,Léananas,22114211
419,N-21-1 x S-21-2,N-21-1,S-21-2,Léananas,22114212
420,N-21-1 x S-22-1,N-21-1,S-22-1,Biroulik,22114221
421,N-21-1 x E-20-1,N-21-1,E-20-1,Léananas,22115201
422,N-21-1 x NW?-21-1,N-21-1,NW?-21-1,Biroulik,22116211
423,N-21-1 x NW?-26-1,N-21-1,NW?-26-1,Biroulik,22116261
424,N-21-1 x SW?-22-1,N-21-1,SW?-22-1,Puksu,22118221
425,N-21-1 x SW?-26-1,N-21-1,SW?-26-1,Stark,22118261
426,N-22-1 x N-22-2,N-22-1,N-22-2,Léananas,22212222
427,N-22-1 x N-23-1,N-22-1,N-23-1,Biroulik,22212231
428,N-22-1 x C-20-1,N-22-1,C-20-1,Biroulik,22213201
429,N-22-1 x C-21-1,N-22-1,C-21-1,Biroulik,22213211
430,N-22-1 x C-22-1,N-22-1,C-22-1,Léananas,22213221
431,N-22-1 x C-23-1,N-22-1,C-23-1,Biroulik,22213231
432,N-22-1 x C-24-1,N-22-1,C-24-1,Biroulik,22213241
433,N-22-1 x S-20-1,N-22-1,S-20-1,Biroulik,22214201
434,N-22-1 x S-21-1,N-22-1,S-21-1,Biroulik,22214211
435,N-22-1 x S-21-2,N-22-1,S-21-2,Biroulik,22214212
436,N-22-1 x S-22-1,N-22-1,S-22-1,Stark,22214221
437,N-22-1 x S-23-1,N-22-1,S-23-1,Stark,22214231
438,N-22-1 x S-24-1,N-22-1,S-24-1,Stark,22214241
439,N-22-1 x S-24-2,N-22-1,S-24-2,Stark,22214242
440,N-22-1 x E-20-1,N-22-1,E-20-1,Biroulik,22215201
441,N-22-1 x E-22-1,N-22-1,E-22-1,Stark,22215221
442,N-22-1 x SW?-24-1,N-22-1,SW?-24-1,cl1694,22218241
443,N-22-2 x N-23-1,N-22-2,N-23-1,Biroulik,22222231
444,N-22-2 x C-20-1,N-22-2,C-20-1,Biroulik,22223201
445,N-22-2 x C-21-1,N-22-2,C-21-1,Biroulik,22223211
446,N-22-2 x C-22-1,N-22-2,C-22-1,Léananas,22223221
447,N-22-2 x C-23-1,N-22-2,C-23-1,Biroulik,22223231
448,N-22-2 x C-24-1,N-22-2,C-24-1,Biroulik,22223241
449,N-22-2 x S-20-1,N-22-2,S-20-1,Biroulik,22224201
450,N-22-2 x S-21-1,N-22-2,S-21-1,Biroulik,22224211
451,N-22-2 x S-21-2,N-22-2,S-21-2,Biroulik,22224212
452,N-22-2 x S-22-1,N-22-2,S-22-1,Stark,22224221
453,N-22-2 x S-23-1,N-22-2,S-23-1,Stark,22224231
454,N-22-2 x S-24-1,N-22-2,S-24-1,Stark,22224241
455,N-22-2 x S-24-2,N-22-2,S-24-2,Stark,22224242
456,N-22-2 x E-20-1,N-22-2,E-20-1,Biroulik,22225201
457,N-22-2 x E-22-1,N-22-2,E-22-1,Stark,22225221
458,N-22-2 x SW?-24-1,N-22-2,SW?-24-1,cl1694,22228241
459,N-23-1 x C-22-1,N-23-1,C-22-1,unfandemcmillen,22313221
460,N-23-1 x S-22-1,N-23-1,S-22-1,Saint Yin,22314221
461,N-23-1 x E-22-1,N-23-1,E-22-1,Biroulik,22315221
462,C-1-1 x C-2-1,C-1-1,C-2-1,Rayk,30113021
463,C-1-1 x C-3-1,C-1-1,C-3-1,Rayk,30113031
464,C-2-1 x C-3-1,C-2-1,C-3-1,Rayk,30213031
465,C-2-1 x E-2-1,C-2-1,E-2-1,Rayk,30215021
466,C-3-1 x C-4-1,C-3-1,C-4-1,unfandemcmillen,30313041
467,C-3-1 x S-3-1,C-3-1,S-3-1,Biroulik,30314031
468,C-3-1 x S-4-1,C-3-1,S-4-1,Rayk,30314041
469,C-3-1 x S-5-1,C-3-1,S-5-1,Rayk,30314051
470,C-3-1 x S-6-1,C-3-1,S-6-1,Rayk,30314061
471,C-3-1 x E-2-1,C-3-1,E-2-1,Rayk,30315021
472,C-3-1 x E-3-1,C-3-1,E-3-1,Rayk,30315031
473,C-3-1 x E-3-3,C-3-1,E-3-3,Rayk,30315033
474,C-3-1 x E-4-1,C-3-1,E-4-1,Stark,30315041
475,C-4-1 x C-5-1,C-4-1,C-5-1,Biroulik,30413051
476,C-4-1 x S-3-1,C-4-1,S-3-1,unfandemcmillen,30414031
477,C-4-1 x E-3-1,C-4-1,E-3-1,unfandemcmillen,30415031
478,C-4-1 x E-3-3,C-4-1,E-3-3,unfandemcmillen,30415033
479,C-4-1 x E-4-1,C-4-1,E-4-1,Biroulik,30415041
480,C-5-1 x S-4-1,C-5-1,S-4-1,Léananas,30514041
481,C-5-1 x S-5-1,C-5-1,S-5-1,Léananas,30514051
482,C-5-1 x E-6-1,C-5-1,E-6-1,Léananas,30515061
483,C-5-1 x E-7-1,C-5-1,E-7-1,Pricey,30515071
484,C-5-1 x E-8-1,C-5-1,E-8-1,Léananas,30515081
485,C-5-1 x SE?-6-1,C-5-1,SE?-6-1,unfandemcmillen,30519061
486,C-6-1 x C-7-1,C-6-1,C-7-1,Rayk,30613071
487,C-6-1 x E-6-1,C-6-1,E-6-1,Biroulik,30615061
488,C-6-1 x E-8-1,C-6-1,E-8-1,Biroulik,30615081
489,C-7-1 x S-7-1,C-7-1,S-7-1,Biroulik,30714071
490,C-7-1 x S-8-1,C-7-1,S-8-1,Biroulik,30714081
491,C-8-1 x C-9-1,C-8-1,C-9-1,Stark,30813091
492,C-8-1 x C-10-1,C-8-1,C-10-1,Stark,30813101
493,C-8-1 x S-10-1,C-8-1,S-10-1,Stark,30814101
494,C-8-1 x E-8-1,C-8-1,E-8-1,Biroulik,30815081
495,C-8-1 x E-10-1,C-8-1,E-10-1,Stark,30815101
496,C-8-1 x E-12-1,C-8-1,E-12-1,Stark,30815121
497,C-8-1 x E-12-2,C-8-1,E-12-2,Stark,30815122
498,C-9-1 x C-10-1,C-9-1,C-10-1,Biroulik,30913101
499,C-9-1 x S-9-1,C-9-1,S-9-1,Rayk,30914091
500,C-9-1 x S-10-1,C-9-1,S-10-1,Biroulik,30914101
501,C-9-1 x E-9-2,C-9-1,E-9-2,Biroulik,30915092
502,C-9-1 x E-10-1,C-9-1,E-10-1,Biroulik,30915101
503,C-9-1 x E-12-1,C-9-1,E-12-1,Biroulik,30915121
504,C-9-1 x E-12-2,C-9-1,E-12-2,Biroulik,30915122
505,C-10-1 x S-9-1,C-10-1,S-9-1,Biroulik,31014091
506,C-10-1 x S-10-1,C-10-1,S-10-1,Léananas,31014101
507,C-10-1 x E-9-2,C-10-1,E-9-2,Biroulik,31015092
508,C-10-1 x E-10-1,C-10-1,E-10-1,Biroulik,31015101
509,C-10-1 x E-12-1,C-10-1,E-12-1,Biroulik,31015121
510,C-10-1 x E-12-2,C-10-1,E-12-2,Biroulik,31015122
511,C-11-1 x C-12-1,C-11-1,C-12-1,Léananas,31113121
512,C-11-1 x S-10-1,C-11-1,S-10-1,Biroulik,31114101
513,C-11-1 x E-12-1,C-11-1,E-12-1,Léananas,31115121
514,C-11-1 x E-12-2,C-11-1,E-12-2,Saint Yin,31115122
515,C-12-1 x S-10-1,C-12-1,S-10-1,lapogne36,31214101
516,C-12-1 x E-12-1,C-12-1,E-12-1,Biroulik,31215121
517,C-13-1 x S-13-1,C-13-1,S-13-1,Léananas,31314131
518,C-15-1 x C-16-1,C-15-1,C-16-1,Biroulik,31513161
519,C-18-1 x C-19-1,C-18-1,C-19-1,Biroulik,31813191
520,C-20-1 x C-21-1,C-20-1,C-21-1,Biroulik,32013211
521,C-20-1 x C-26-1,C-20-1,C-26-1,Biroulik,32013261
522,C-20-1 x C-27-1,C-20-1,C-27-1,Léananas,32013271
523,C-20-1 x S-20-1,C-20-1,S-20-1,Rayk,32014201
524,C-20-1 x S-21-1,C-20-1,S-21-1,Léananas,32014211
525,C-20-1 x S-21-2,C-20-1,S-21-2,Léananas,32014212
526,C-20-1 x S-22-1,C-20-1,S-22-1,Biroulik,32014221
527,C-20-1 x E-20-1,C-20-1,E-20-1,Rayk,32015201
528,C-20-1 x E-21-1,C-20-1,E-21-1,Rayk,32015211
529,C-20-1 x E-22-1,C-20-1,E-22-1,Rayk,32015221
530,C-20-1 x NW?-20-1,C-20-1,NW?-20-1,Léananas,32016201
531,C-20-1 x NW?-21-1,C-20-1,NW?-21-1,Biroulik,32016211
532,C-20-1 x NW?-26-1,C-20-1,NW?-26-1,Stark,32016261
533,C-20-1 x NE?-20-1,C-20-1,NE?-20-1,LeungoftheJack,32017201
534,C-20-1 x SW?-22-1,C-20-1,SW?-22-1,Puksu,32018221
535,C-20-1 x SW?-26-1,C-20-1,SW?-26-1,Biroulik,32018261
536,C-21-1 x C-26-1,C-21-1,C-26-1,Biroulik,32113261
537,C-21-1 x C-27-1,C-21-1,C-27-1,Léananas,32113271
538,C-21-1 x S-20-1,C-21-1,S-20-1,Biroulik,32114201
539,C-21-1 x S-21-1,C-21-1,S-21-1,Biroulik,32114211
540,C-21-1 x S-21-2,C-21-1,S-21-2,Biroulik,32114212
541,C-21-1 x E-20-1,C-21-1,E-20-1,Biroulik,32115201
542,C-21-1 x NW?-26-1,C-21-1,NW?-26-1,Stark,32116261
543,C-21-1 x SW?-26-1,C-21-1,SW?-26-1,Biroulik,32118261
544,C-22-1 x C-23-1,C-22-1,C-23-1,Biroulik,32213231
545,C-22-1 x C-24-1,C-22-1,C-24-1,Biroulik,32213241
546,C-22-1 x S-22-1,C-22-1,S-22-1,Léananas,32214221
547,C-22-1 x S-23-1,C-22-1,S-23-1,Stark,32214231
548,C-22-1 x S-24-1,C-22-1,S-24-1,Stark,32214241
549,C-22-1 x S-24-2,C-22-1,S-24-2,Stark,32214242
550,C-22-1 x E-22-1,C-22-1,E-22-1,Léananas,32215221
551,C-22-1 x SW?-24-1,C-22-1,SW?-24-1,cl1694,32218241
552,C-23-1 x C-24-1,C-23-1,C-24-1,Biroulik,32313241
553,C-23-1 x S-22-1,C-23-1,S-22-1,Biroulik,32314221
554,C-23-1 x S-23-1,C-23-1,S-23-1,Biroulik,32314231
555,C-23-1 x S-24-1,C-23-1,S-24-1,cl1694,32314241
556,C-23-1 x S-24-2,C-23-1,S-24-2,cl1694,32314242
557,C-23-1 x E-22-1,C-23-1,E-22-1,Biroulik,32315221
558,C-23-1 x SW?-24-1,C-23-1,SW?-24-1,cl1694,32318241
559,C-24-1 x S-22-1,C-24-1,S-22-1,Biroulik,32414221
560,C-24-1 x S-23-1,C-24-1,S-23-1,Biroulik,32414231
561,C-24-1 x S-24-1,C-24-1,S-24-1,Biroulik,32414241
562,C-24-1 x S-24-2,C-24-1,S-24-2,Iijil,32414242
563,C-24-1 x E-22-1,C-24-1,E-22-1,Biroulik,32415221
564,C-24-1 x SE?-24-1,C-24-1,SE?-24-1,Stark,32419241
565,C-26-1 x C-27-1,C-26-1,C-27-1,Biroulik,32613271
566,C-26-1 x S-20-1,C-26-1,S-20-1,Biroulik,32614201
567,C-26-1 x S-21-1,C-26-1,S-21-1,Biroulik,32614211
568,C-26-1 x S-21-2,C-26-1,S-21-2,Biroulik,32614212
569,C-26-1 x E-20-1,C-26-1,E-20-1,Biroulik,32615201
570,C-26-1 x NW?-26-1,C-26-1,NW?-26-1,Biroulik,32616261
571,C-26-1 x SW?-26-1,C-26-1,SW?-26-1,Stark,32618261
572,C-27-1 x S-20-1,C-27-1,S-20-1,Léananas,32714201
573,C-27-1 x S-21-1,C-27-1,S-21-1,Léananas,32714211
574,C-27-1 x S-21-2,C-27-1,S-21-2,Léananas,32714212
575,C-27-1 x E-20-1,C-27-1,E-20-1,Léananas,32715201
576,C-27-1 x NW?-26-1,C-27-1,NW?-26-1,Biroulik,32716261
577,S-3-1 x S-4-1,S-3-1,S-4-1,Rayk,40314041
578,S-3-1 x S-5-1,S-3-1,S-5-1,Rayk,40314051
579,S-3-1 x S-6-1,S-3-1,S-6-1,Rayk,40314061
580,S-3-1 x E-3-1,S-3-1,E-3-1,Biroulik,40315031
581,S-3-1 x E-3-3,S-3-1,E-3-3,Biroulik,40315033
582,S-3-1 x E-4-1,S-3-1,E-4-1,Biroulik,40315041
583,S-4-1 x S-5-1,S-4-1,S-5-1,Rayk,40414051
584,S-4-1 x S-6-1,S-4-1,S-6-1,Rayk,40414061
585,S-4-1 x E-3-1,S-4-1,E-3-1,Biroulik,40415031
586,S-4-1 x E-3-3,S-4-1,E-3-3,Rayk,40415033
587,S-4-1 x E-4-1,S-4-1,E-4-1,Rayk,40415041
588,S-5-1 x S-6-1,S-5-1,S-6-1,Rayk,40514061
589,S-5-1 x E-3-1,S-5-1,E-3-1,Biroulik,40515031
590,S-5-1 x E-3-3,S-5-1,E-3-3,Rayk,40515033
591,S-5-1 x E-4-1,S-5-1,E-4-1,Rayk,40515041
592,S-6-1 x E-3-1,S-6-1,E-3-1,Biroulik,40615031
593,S-6-1 x E-3-3,S-6-1,E-3-3,Rayk,40615033
594,S-6-1 x E-4-1,S-6-1,E-4-1,Rayk,40615041
595,S-7-1 x S-8-1,S-7-1,S-8-1,Biroulik,40714081
596,S-9-1 x S-10-1,S-9-1,S-10-1,Biroulik,40914101
597,S-9-1 x E-10-1,S-9-1,E-10-1,Biroulik,40915101
598,S-9-1 x E-12-1,S-9-1,E-12-1,Biroulik,40915121
599,S-9-1 x E-12-2,S-9-1,E-12-2,Biroulik,40915122
600,S-10-1 x E-9-2,S-10-1,E-9-2,Biroulik,41015092
601,S-10-1 x E-10-1,S-10-1,E-10-1,Biroulik,41015101
602,S-10-1 x E-12-1,S-10-1,E-12-1,Biroulik,41015121
603,S-10-1 x E-12-2,S-10-1,E-12-2,Biroulik,41015122
604,S-14-1 x S-15-1,S-14-1,S-15-1,unfandemcmillen,41414151
605,S-14-1 x S-16-1,S-14-1,S-16-1,unfandemcmillen,41414161
606,S-14-1 x S-17-1,S-14-1,S-17-1,unfandemcmillen,41414171
607,S-14-1 x S-18-1,S-14-1,S-18-1,unfandemcmillen,41414181
608,S-14-1 x S-19-1,S-14-1,S-19-1,unfandemcmillen,41414191
609,S-15-1 x S-16-1,S-15-1,S-16-1,unfandemcmillen,41514161
610,S-15-1 x S-17-1,S-15-1,S-17-1,unfandemcmillen,41514171
611,S-15-1 x S-18-1,S-15-1,S-18-1,unfandemcmillen,41514181
612,S-15-1 x S-19-1,S-15-1,S-19-1,unfandemcmillen,41514191
613,S-16-1 x S-17-1,S-16-1,S-17-1,Léananas,41614171
614,S-16-1 x S-18-1,S-16-1,S-18-1,unfandemcmillen,41614181
615,S-16-1 x S-19-1,S-16-1,S-19-1,unfandemcmillen,41614191
616,S-17-1 x S-18-1,S-17-1,S-18-1,unfandemcmillen,41714181
617,S-17-1 x S-19-1,S-17-1,S-19-1,unfandemcmillen,41714191
618,S-18-1 x S-19-1,S-18-1,S-19-1,unfandemcmillen,41814191
619,S-20-1 x S-21-1,S-20-1,S-21-1,Léananas,42014211
620,S-20-1 x S-21-2,S-20-1,S-21-2,Léananas,42014212
621,S-20-1 x S-22-1,S-20-1,S-22-1,Biroulik,42014221
622,S-20-1 x E-20-1,S-20-1,E-20-1,Rayk,42015201
623,S-20-1 x E-21-1,S-20-1,E-21-1,Rayk,42015211
624,S-20-1 x E-22-1,S-20-1,E-22-1,Rayk,42015221
625,S-20-1 x NW?-20-1,S-20-1,NW?-20-1,Léananas,42016201
626,S-20-1 x NW?-21-1,S-20-1,NW?-21-1,Biroulik,42016211
627,S-20-1 x NW?-26-1,S-20-1,NW?-26-1,Biroulik,42016261
628,S-20-1 x NE?-20-1,S-20-1,NE?-20-1,LeungoftheJack,42017201
629,S-20-1 x SW?-22-1,S-20-1,SW?-22-1,Puksu,42018221
630,S-20-1 x SW?-26-1,S-20-1,SW?-26-1,Biroulik,42018261
631,S-21-1 x S-21-2,S-21-1,S-21-2,Léananas,42114212
632,S-21-1 x S-22-1,S-21-1,S-22-1,Léananas,42114221
633,S-21-1 x E-20-1,S-21-1,E-20-1,Léananas,42115201
634,S-21-1 x NW?-21-1,S-21-1,NW?-21-1,Biroulik,42116211
635,S-21-1 x NW?-26-1,S-21-1,NW?-26-1,Stark,42116261
636,S-21-1 x SW?-22-1,S-21-1,SW?-22-1,unfandemcmillen,42118221
637,S-21-1 x SW?-26-1,S-21-1,SW?-26-1,Biroulik,42118261
638,S-21-2 x S-22-1,S-21-2,S-22-1,Léananas,42124221
639,S-21-2 x E-20-1,S-21-2,E-20-1,Léananas,42125201
640,S-21-2 x NW?-21-1,S-21-2,NW?-21-1,Biroulik,42126211
641,S-21-2 x NW?-26-1,S-21-2,NW?-26-1,Stark,42126261
642,S-21-2 x SW?-22-1,S-21-2,SW?-22-1,unfandemcmillen,42128221
643,S-21-2 x SW?-26-1,S-21-2,SW?-26-1,Biroulik,42128261
644,S-22-1 x S-23-1,S-22-1,S-23-1,Biroulik,42214231
645,S-22-1 x S-24-1,S-22-1,S-24-1,Biroulik,42214241
646,S-22-1 x S-24-2,S-22-1,S-24-2,Stark,42214242
647,S-22-1 x E-20-1,S-22-1,E-20-1,Biroulik,42215201
648,S-22-1 x E-22-1,S-22-1,E-22-1,Léananas,42215221
649,S-22-1 x SW?-22-1,S-22-1,SW?-22-1,Kori,42218221
650,S-22-1 x SW?-24-1,S-22-1,SW?-24-1,cl1694,42218241
651,S-23-1 x S-24-1,S-23-1,S-24-1,Léananas,42314241
652,S-23-1 x S-24-2,S-23-1,S-24-2,Léananas,42314242
653,S-23-1 x E-22-1,S-23-1,E-22-1,Stark,42315221
654,S-23-1 x SW?-24-1,S-23-1,SW?-24-1,cl1694,42318241
655,S-24-1 x S-24-2,S-24-1,S-24-2,Léananas,42414242
656,S-24-1 x E-22-1,S-24-1,E-22-1,Stark,42415221
657,S-24-1 x SW?-24-1,S-24-1,SW?-24-1,Biroulik,42418241
658,S-24-1 x SE?-24-1,S-24-1,SE?-24-1,Iijil,42419241
659,S-24-2 x E-22-1,S-24-2,E-22-1,Stark,42425221
660,S-24-2 x SW?-24-1,S-24-2,SW?-24-1,Biroulik,42428241
661,S-24-2 x SE?-24-1,S-24-2,SE?-24-1,Iijil,42429241
662,E-1-1 x E-2-1,E-1-1,E-2-1,Rayk,50115021
663,E-1-1 x E-3-1,E-1-1,E-3-1,Rayk,50115031
664,E-1-1 x E-3-3,E-1-1,E-3-3,Rayk,50115033
665,E-1-1 x E-3-4,E-1-1,E-3-4,Rayk,50115034
666,E-1-1 x E-4-1,E-1-1,E-4-1,Rayk,50115041
667,E-2-1 x E-3-1,E-2-1,E-3-1,Rayk,50215031
668,E-2-1 x E-3-3,E-2-1,E-3-3,Rayk,50215033
669,E-2-1 x E-3-4,E-2-1,E-3-4,Rayk,50215034
670,E-2-1 x E-4-1,E-2-1,E-4-1,Rayk,50215041
671,E-2-1 x NE?-2-1,E-2-1,NE?-2-1,Léananas,50217021
672,E-3-1 x E-3-3,E-3-1,E-3-3,Rayk,50315033
673,E-3-1 x E-4-1,E-3-1,E-4-1,Rayk,50315041
674,E-3-1 x NE?-4-1,E-3-1,NE?-4-1,Léananas,50317041
675,E-3-2 x E-3-4,E-3-2,E-3-4,Rayk,50325034
676,E-3-2 x E-4-1,E-3-2,E-4-1,Léananas,50325041
677,E-3-3 x E-4-1,E-3-3,E-4-1,Léananas,50335041
678,E-3-4 x E-4-1,E-3-4,E-4-1,Rayk,50345041
679,E-4-1 x NE?-4-1,E-4-1,NE?-4-1,Léananas,50417041
680,E-6-1 x E-7-1,E-6-1,E-7-1,Léananas,50615071
681,E-6-1 x E-8-1,E-6-1,E-8-1,Léananas,50615081
682,E-6-1 x SE?-6-1,E-6-1,SE?-6-1,unfandemcmillen,50619061
683,E-8-1 x SE?-6-1,E-8-1,SE?-6-1,Biroulik,50819061
684,E-9-2 x E-10-1,E-9-2,E-10-1,Biroulik,50925101
685,E-9-2 x E-12-1,E-9-2,E-12-1,Biroulik,50925121
686,E-9-2 x E-12-2,E-9-2,E-12-2,Biroulik,50925122
687,E-10-1 x E-10-2,E-10-1,E-10-2,Léananas,51015102
688,E-10-1 x E-12-1,E-10-1,E-12-1,Biroulik,51015121
689,E-10-1 x E-12-2,E-10-1,E-12-2,Biroulik,51015122
690,E-10-2 x E-12-1,E-10-2,E-12-1,lapogne36,51025121
691,E-10-2 x E-12-2,E-10-2,E-12-2,lapogne36,51025122
692,E-12-1 x E-12-2,E-12-1,E-12-2,Rayk,51215122
693,E-12-1 x SE?-12-1,E-12-1,SE?-12-1,Léananas,51219121
694,E-16-1 x E-17-1,E-16-1,E-17-1,Léananas,51615171
695,E-16-1 x E-18-1,E-16-1,E-18-1,Léananas,51615181
696,E-16-1 x E-19-1,E-16-1,E-19-1,Léananas,51615191
697,E-16-1 x E-20-1,E-16-1,E-20-1,Léananas,51615201
698,E-16-1 x E-21-1,E-16-1,E-21-1,Léananas,51615211
699,E-16-1 x E-22-1,E-16-1,E-22-1,Léananas,51615221
700,E-17-1 x E-18-1,E-17-1,E-18-1,Léananas,51715181
701,E-17-1 x E-19-1,E-17-1,E-19-1,Léananas,51715191
702,E-17-1 x E-20-1,E-17-1,E-20-1,Léananas,51715201
703,E-17-1 x E-21-1,E-17-1,E-21-1,Léananas,51715211
704,E-17-1 x E-22-1,E-17-1,E-22-1,Léananas,51715221
705,E-18-1 x E-19-1,E-18-1,E-19-1,Léananas,51815191
706,E-18-1 x E-20-1,E-18-1,E-20-1,Léananas,51815201
707,E-18-1 x E-21-1,E-18-1,E-21-1,Léananas,51815211
708,E-18-1 x E-22-1,E-18-1,E-22-1,Léananas,51815221
709,E-19-1 x E-20-1,E-19-1,E-20-1,Léananas,51915201
710,E-19-1 x E-21-1,E-19-1,E-21-1,Léananas,51915211
711,E-19-1 x E-22-1,E-19-1,E-22-1,Léananas,51915221
712,E-20-1 x E-21-1,E-20-1,E-21-1,Rayk,52015211
713,E-20-1 x E-22-1,E-20-1,E-22-1,Rayk,52015221
714,E-20-1 x NW?-20-1,E-20-1,NW?-20-1,Léananas,52016201
715,E-20-1 x NW?-21-1,E-20-1,NW?-21-1,Biroulik,52016211
716,E-20-1 x NW?-26-1,E-20-1,NW?-26-1,Stark,52016261
717,E-20-1 x NE?-20-1,E-20-1,NE?-20-1,Iijil,52017201
718,E-20-1 x SW?-22-1,E-20-1,SW?-22-1,Puksu,52018221
719,E-20-1 x SW?-26-1,E-20-1,SW?-26-1,Biroulik,52018261
720,E-21-1 x NE?-20-1,E-21-1,NE?-20-1,unfandemcmillen,52117201
721,E-22-1 x NE?-20-1,E-22-1,NE?-20-1,Iijil,52217201
722,E-22-1 x SW?-24-1,E-22-1,SW?-24-1,cl1694,52218241
723,NW?-20-1 x NE?-20-1,NW?-20-1,NE?-20-1,unfandemcmillen,62017201
724,NW?-26-1 x SW?-26-1,NW?-26-1,SW?-26-1,Biroulik,62618261
725,SW?-24-1 x SE?-24-1,SW?-24-1,SE?-24-1,Biroulik,82419241
